Crop,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Turmeric,Arunachal Pradesh,532,1940,67941.72,117.04,4.425
Wheat,Arunachal Pradesh,3979,1940,508158.09,875.38,1.668461538
Dry chillies,Arunachal Pradesh,2372,3223.9,316424.8,379.52,2.26625
Ginger,Arunachal Pradesh,6305,3223.9,841087,1008.8,5.950625
Maize,Arunachal Pradesh,42736,3223.9,5700982.4,6837.76,1.4625
Oilseeds total,Arunachal Pradesh,30749,3223.9,4101916.6,4919.84,0.9325
Potato,Arunachal Pradesh,3843,3223.9,512656.2,614.88,6.91
Rice,Arunachal Pradesh,124029,3223.9,16545468.6,19844.64,1.225625
Small millets,Arunachal Pradesh,22308,3223.9,2975887.2,3569.28,0.865625
Sugarcane,Arunachal Pradesh,1233,3223.9,164482.2,197.28,16.482
Turmeric,Arunachal Pradesh,549,3223.9,73236.6,87.84,4.4425
Wheat,Arunachal Pradesh,3558,3223.9,474637.2,569.28,1.579230769
Dry chillies,Arunachal Pradesh,2320,2244.4,331852.8,208.8,1.874285714
Ginger,Arunachal Pradesh,6356,2244.4,909162.24,572.04,6.07
Maize,Arunachal Pradesh,42897,2244.4,6135986.88,3860.73,1.459375
Oilseeds total,Arunachal Pradesh,31785,2244.4,4546526.4,2860.65,0.995
Potato,Arunachal Pradesh,4063,2244.4,581171.52,365.67,7.076875
Rice,Arunachal Pradesh,126799,2244.4,18137328.96,11411.91,1.183125
Small millets,Arunachal Pradesh,22262,2244.4,3184356.48,2003.58,0.865
Sugarcane,Arunachal Pradesh,1370,2244.4,195964.8,123.3,15.32727273
Turmeric,Arunachal Pradesh,612,2244.4,87540.48,55.08,3.945454545
Wheat,Arunachal Pradesh,3278,2244.4,468885.12,295.02,1.57
Dry chillies,Arunachal Pradesh,2086,1701.9,325040.52,354.62,2.042857143
Ginger,Arunachal Pradesh,6401,1701.9,997403.82,1088.17,6.3375
Maize,Arunachal Pradesh,43630,1701.9,6798426.6,7417.1,1.47875
Oilseeds total,Arunachal Pradesh,121468,1701.9,18927143.76,20649.56,1.679375
Potato,Arunachal Pradesh,4235,1701.9,659897.7,719.95,7.4525
Rice,Arunachal Pradesh,121468,1701.9,18927143.76,20649.56,1.12
Small millets,Arunachal Pradesh,21373,1701.9,3330340.86,3633.41,0.866875
Sugarcane,Arunachal Pradesh,1476,1701.9,229990.32,250.92,16.791
Turmeric,Arunachal Pradesh,626,1701.9,97543.32,106.42,4.01
Wheat,Arunachal Pradesh,3170,1701.9,493949.4,538.9,1.59
Dry chillies,Arunachal Pradesh,2221,2574.1,368930.31,533.04,1.90375
Ginger,Arunachal Pradesh,6601,2574.1,1096492.11,1584.24,6.6375
Maize,Arunachal Pradesh,45061,2574.1,7485082.71,10814.64,1.515625
Oilseeds total,Arunachal Pradesh,31854,2574.1,5291267.94,7644.96,1.085625
Potato,Arunachal Pradesh,4334,2574.1,719920.74,1040.16,7.283125
Rice,Arunachal Pradesh,121570,2574.1,20193992.7,29176.8,1.219375
Small millets,Arunachal Pradesh,21661,2574.1,3598108.71,5198.64,0.990625
Sugarcane,Arunachal Pradesh,1508,2574.1,250493.88,361.92,20.63111111
Turmeric,Arunachal Pradesh,611,2574.1,101493.21,146.64,4.58375
Wheat,Arunachal Pradesh,3699,2574.1,614440.89,887.76,1.647
Dry chillies,Arunachal Pradesh,2500,2193.7,418800,825,1.998125
Ginger,Arunachal Pradesh,6880,2193.7,1152537.6,2270.4,6.380625
Maize,Arunachal Pradesh,46500,2193.7,7789680,15345,1.554375
Oilseeds total,Arunachal Pradesh,32500,2193.7,5444400,10725,1.185625
Potato,Arunachal Pradesh,4600,2193.7,770592,1518,7.655
Rice,Arunachal Pradesh,123500,2193.7,20688720,40755,1.21875
Small millets,Arunachal Pradesh,22000,2193.7,3685440,7260,1.074375
Sugarcane,Arunachal Pradesh,1550,2193.7,259656,511.5,20.08333333
Turmeric,Arunachal Pradesh,625,2193.7,104700,206.25,4.595
Wheat,Arunachal Pradesh,3700,2193.7,619824,1221,1.818
Dry chillies,Arunachal Pradesh,2365,2760.7,356642,733.15,2.511333333
Ginger,Arunachal Pradesh,6847,2760.7,1032527.6,2122.57,6.931875
Maize,Arunachal Pradesh,47486,2760.7,7160888.8,14720.66,1.5375
Oilseeds total,Arunachal Pradesh,32767,2760.7,4941263.6,10157.77,1.12125
Potato,Arunachal Pradesh,4817,2760.7,726403.6,1493.27,7.26
Rice,Arunachal Pradesh,126085,2760.7,19013618,39086.35,1.308125
Small millets,Arunachal Pradesh,22675,2760.7,3419390,7029.25,1.0575
Sugarcane,Arunachal Pradesh,1530,2760.7,230724,474.3,20.19333333
Turmeric,Arunachal Pradesh,699,2760.7,105409.2,216.69,4.02625
Wheat,Arunachal Pradesh,2937,2760.7,442899.6,910.47,1.73
Dry chillies,Arunachal Pradesh,2491,2042.9,359924.59,672.57,3.71
Ginger,Arunachal Pradesh,6861,2042.9,991345.89,1852.47,6.807647059
Maize,Arunachal Pradesh,47018,2042.9,6793630.82,12694.86,1.607647059
Oilseeds total,Arunachal Pradesh,33114,2042.9,4784641.86,8940.78,1.115294118
Potato,Arunachal Pradesh,4933,2042.9,712769.17,1331.91,7.618235294
Rice,Arunachal Pradesh,131989,2042.9,19071090.61,35637.03,1.300588235
Small millets,Arunachal Pradesh,22744,2042.9,3286280.56,6140.88,1.045882353
Sugarcane,Arunachal Pradesh,1561,2042.9,225548.89,421.47,19.87333333
Turmeric,Arunachal Pradesh,654,2042.9,94496.46,176.58,4.76875
Wheat,Arunachal Pradesh,2960,2042.9,427690.4,799.2,1.73
Dry chillies,Arunachal Pradesh,2660,2403.2,401553.6,877.8,2.8275
Ginger,Arunachal Pradesh,8000,2403.2,1207680,2640,6.729411765
Maize,Arunachal Pradesh,48000,2403.2,7246080,15840,1.752941176
Oilseeds total,Arunachal Pradesh,35000,2403.2,5283600,11550,1.082941176
Potato,Arunachal Pradesh,5090,2403.2,768386.4,1679.7,7.872352941
Rice,Arunachal Pradesh,127200,2403.2,19202112,41976,1.447058824
Small millets,Arunachal Pradesh,26000,2403.2,3924960,8580,1.029411765
Sugarcane,Arunachal Pradesh,1790,2403.2,270218.4,590.7,20.19111111
Turmeric,Arunachal Pradesh,725,2403.2,109446,239.25,6.83
Wheat,Arunachal Pradesh,3800,2403.2,573648,1254,2.454444444
Dry chillies,Arunachal Pradesh,2960,2593.2,467413.6,976.8,2.6985
Ginger,Arunachal Pradesh,7650,2593.2,1208011.5,2524.5,6.525
Maize,Arunachal Pradesh,48800,2593.2,7706008,16104,1.687
Oilseeds total,Arunachal Pradesh,35000,2593.2,5526850,11550,1.135
Potato,Arunachal Pradesh,5970,2593.2,942722.7,1970.1,6.9065
Rice,Arunachal Pradesh,128800,2593.2,20338808,42504,2.0875
Small millets,Arunachal Pradesh,26500,2593.2,4184615,8745,1.038
Sugarcane,Arunachal Pradesh,1950,2593.2,307924.5,643.5,21.75
Turmeric,Arunachal Pradesh,800,2593.2,126328,264,4.782
Wheat,Arunachal Pradesh,3910,2593.2,617428.1,1290.3,2.105
Groundnut,Goa,350,3680.3,33309.5,108.5,1.495
Groundnut,Goa,1087,3680.3,103449.79,336.97,1.94
Other  Rabi pulses,Goa,9000,3680.3,856530,2790,0.78
Other Kharif pulses,Goa,1000,3680.3,95170,310,0.33
Ragi,Goa,2800,3680.3,266476,868,0.87
Rice,Goa,15169,3680.3,1443633.73,4702.39,2.69
Rice,Goa,6417,3680.3,610705.89,1989.27,2.97
Groundnut,Arunachal Pradesh,905,2274.9,86128.85,280.55,0.874615385
Maize,Arunachal Pradesh,34504,2274.9,3283745.68,10696.24,1.686923077
Oilseeds total,Arunachal Pradesh,26118,2274.9,2485650.06,8096.58,0.950769231
Rapeseed &Mustard,Arunachal Pradesh,20500,2274.9,1950985,6355,0.95
Rice,Arunachal Pradesh,120020,2274.9,11422303.4,37206.2,1.06
Sesamum,Arunachal Pradesh,1345,2274.9,128003.65,416.95,0.635
Small millets,Arunachal Pradesh,18467,2274.9,1757504.39,5724.77,0.983076923
Soyabean,Arunachal Pradesh,2345,2274.9,223173.65,726.95,1.493076923
Sugarcane,Arunachal Pradesh,681,2274.9,64810.77,211.11,20.80111111
Sunflower,Arunachal Pradesh,448,2274.9,42636.16,138.88,0.491538462
Wheat,Arunachal Pradesh,3785,2274.9,360218.45,1173.35,1.5925
Groundnut,Odisha,32001,1357.1,3161698.8,9280.29,0.742608696
Groundnut,Odisha,45581,1357.1,4503402.8,13218.49,1.031
Groundnut,Odisha,5987,1357.1,591515.6,1736.23,0.94
Horse-gram,Odisha,528,1357.1,52166.4,153.12,0.105714286
Horse-gram,Odisha,96407,1357.1,9525011.6,27958.03,0.250666667
Jute,Odisha,5313,1357.1,524924.4,1540.77,6.449090909
Maize,Odisha,50230,1357.1,4962724,14566.7,0.838846154
Maize,Odisha,276,1357.1,27268.8,80.04,0.94125
Maize,Odisha,417,1357.1,41199.6,120.93,0.717142857
Moong(Green Gram),Odisha,21845,1357.1,2158286,6335.05,0.174210526
Moong(Green Gram),Odisha,92720,1357.1,9160736,26888.8,0.253793103
Moong(Green Gram),Odisha,106933,1357.1,10564980.4,31010.57,0.136296296
Potato,Odisha,7955,1357.1,785954,2306.95,9.830666667
Ragi,Odisha,41039,1357.1,4054653.2,11901.31,0.408
Ragi,Odisha,861,1357.1,85066.8,249.69,0.476363636
Ragi,Odisha,39112,1357.1,3864265.6,11342.48,0.539047619
Rapeseed &Mustard,Odisha,19021,1357.1,1879274.8,5516.09,0.113
Rice,Odisha,819731,1357.1,80989422.8,237721.99,0.837666667
Rice,Odisha,268081,1357.1,26486402.8,77743.49,1.582666667
Rice,Odisha,3358901,1357.1,331859418.8,974081.29,1.342333333
Sesamum,Odisha,7694,1357.1,760167.2,2231.26,0.182941176
Sesamum,Odisha,7864,1357.1,776963.2,2280.56,0.203703704
Sesamum,Odisha,37995,1357.1,3753906,11018.55,0.1668
Sugarcane,Odisha,22325,1357.1,2205710,6474.25,58.57666667
Urad,Odisha,35494,1357.1,3506807.2,10293.26,0.1888
Urad,Odisha,2544,1357.1,251347.2,737.76,0.240454545
Urad,Odisha,100561,1357.1,9935426.8,29162.69,0.222666667
Wheat,Odisha,3868,1357.1,382158.4,1121.72,1.108
Groundnut,Odisha,34909,1503.4,4186287.28,7330.89,0.706
Groundnut,Odisha,52720,1503.4,6322182.4,11071.2,1.252758621
Groundnut,Odisha,3171,1503.4,380266.32,665.91,0.913157895
Horse-gram,Odisha,439,1503.4,52644.88,92.19,0.217777778
